Stand,Plot ID,Quadrant,Genus Species,DBH 12.5cm or greater measured at 1.37m from base,Crown Vigor Classification 1 vigorous  5 dead,Crown Class (E D C I or O),Emerge holes between 1.25 and 1.75m,Woodpecker damage between 1.25 and 1.75m,Notes
E,PLINT2,SW,Carya ovata,9.40,,,,,
E,PLINT2,SW,Cornus alterniflora,2.60,,,,,
E,PLINT2,SW,FRNI,12.90,5,I,2,3,basal sproutssplittinggalleries visible
E,PLINT2,SW,FRPE,16.25,3,C,0,28,sproutingsplittingwpd
E,PLINT2,SW,FRPE,16.60,5,C,0,1,sprouting at base
E,PLINT2,SW,FRPE,2.90,1,O,0,0,
E,PLINT2,SW,FRPE,9.70,5,O,1,13,basal sprouts -  emerge holes outside zone
E,PLINT2,SW,FRPE,11.60,1,O,0,3,bark splitting
E,PLINT2,SW,Populus tremuloides,25.75,,,,,
E,PLINT2,SW,Prunus serotina,13.70,,,,,
E,PLINT2,SW,Prunus serotina,24.70,,,,,
E,PLINT2,SW,Prunus serotina,28.90,,,,,2 stems - Prse
E,PLINT2,SW,Quercus alba,5.50,,,,,
E,PLINT2,SW,Quercus alba,8.80,,,,,
E,PLINT2,SW,Quercus velutina,9.20,,,,,
E,PLINT2,SW,Tilia americana,17.40,,,,,
E,PLINT3,NE,Carya tomentosa,13.50,,,,,
E,PLINT3,NE,Carya tomentosa,4.25,,,,,
E,PLINT3,NE,Carya tomentosa,11.95,,,,,mockernut hickory
E,PLINT3,NE,Cornus sp.,2.60,,,,,
E,PLINT3,NE,FRAM,15.55,1,C,0,0,downhill side of plot
E,PLINT3,NE,FRAM,18.80,5,C,6,19,lots of basal sprouts
E,PLINT3,NE,FRAM,21.50,5,C,0,30,old dead basal sprouts
E,PLINT3,NE,FRAM,3.30,1,O,0,1,
E,PLINT3,NE,FRPE,6.70,5,O,6,1,old sprouts at base
E,PLINT3,NE,Populus tremuloides,20.40,,,,,
E,PLINT3,NE,Prunus serotina,24.35,,,,,
E,PLINT3,NE,Prunus serotina,30.55,,,,,
E,PLINT3,NE,Prunus serotina,34.10,,,,,
E,PLINT3,NE,Quercus alba,28.35,,,,,
E,PLINT3,NE,Quercus bushii,7.50,,,,,
E,PLINT3,NE,Quercus rubra,17.30,,,,,
E,PLINT3,NE,Quercus rubra,20.75,,,,,
E,PLINT3,NE,Quercus velutina,24.20,,,,,
E,PLINT3,NE,Sassafras albidium,17.80,,,,,
E,PLINT3,NW,Carya tomentosa,21.00,,,,,
E,PLINT3,NW,FRAM,16.00,4,C,14,1,2 stems - Fram
E,PLINT3,NW,FRAM,23.30,3,C,0,0,
E,PLINT3,NW,FRAM,24.20,3,C,0,0,sprouts just above 1.75m
E,PLINT3,NW,FRAM,8.50,3,C,0,13,2 stems - Fram
E,PLINT3,NW,FRNI,2.72,5,O,0,2,
E,PLINT3,NW,FRNI,3.55,5,O,1,1,basal sprouting
E,PLINT3,NW,FRNI,4.10,5,O,0,8,basal sprouting -  bark splitting
E,PLINT3,NW,Populus tremuloides,27.65,,,,,
E,PLINT3,NW,Populus tremuloides,31.60,,,,,
E,PLINT3,NW,Populus tremuloides,33.40,,,,,
E,PLINT3,NW,Populus tremuloides,38.12,,,,,
E,PLINT3,NW,Populus tremuloides,12.25,,,,,
E,PLINT3,NW,Prunus serotina,22.70,,,,,
E,PLINT3,NW,Prunus serotina,25.10,,,,,
E,PLINT3,NW,Prunus serotina,28.23,,,,,
E,PLINT3,NW,Prunus sp.,3.40,,,,,
E,PLINT3,NW,Quercus rubra,14.80,,,,,
E,PLINT3,SE,Acer rubrum,21.10,,,,,2 stems - Acru
E,PLINT3,SE,Acer rubrum,25.00,,,,,2 stems - Acru
E,PLINT3,SE,Carpinus caroliniana,14.30,,,,,2 stems - Caca
E,PLINT3,SE,Carpinus caroliniana,10.60,,,,,2 stems - Caca
E,PLINT3,SE,Carya tomentosa,3.10,,,,,
E,PLINT3,SE,Carya tomentosa,4.50,,,,,
E,PLINT3,SE,Cornus sp.,2.50,,,,,
E,PLINT3,SE,Cornus sp.,3.10,,,,,
E,PLINT3,SE,FRAM,23.80,5,C,0,23,lots of basal sprouts
E,PLINT3,SE,FRAM,31.40,4,C,1,0,basal sprouting
E,PLINT3,SE,FRPE,4.90,5,O,1,4,
E,PLINT3,SE,Prunus serotina,17.80,,,,,
E,PLINT3,SE,Prunus serotina,19.30,,,,,
E,PLINT3,SE,Prunus serotina,22.00,,,,,
E,PLINT3,SE,Prunus serotina,22.05,,,,,
E,PLINT3,SE,Prunus serotina,22.40,,,,,
E,PLINT3,SE,Prunus serotina,22.70,,,,,2 stems - Prse
E,PLINT3,SE,Prunus serotina,25.10,,,,,2 stems - Prse
E,PLINT3,SE,Prunus serotina,27.85,,,,,
E,PLINT3,SE,Prunus serotina,30.38,,,,,
E,PLINT3,SE,Prunus sp.,2.95,,,,,
E,PLINT3,SE,Quercus rubra,14.80,,,,,
E,PLINT3,SE,Quercus rubra,17.20,,,,,
E,PLINT3,SE,Quercus velutina,39.10,,,,,
E,PLINT3,SE,Ulmus rubra,4.13,,,,,
E,PLINT3,SE,Ulmus rubra,4.60,,,,,
E,PLINT3,SW,FRAM,12.50,4,C,0,1,heavy sprouting
E,PLINT3,SW,FRAM,13.80,4,C,20,11,basal sprouts
E,PLINT3,SW,FRAM,16.20,5,C,1,14,
E,PLINT3,SW,FRAM,7.10,5,O,0,0,evidence of past sprouting
E,PLINT3,SW,FRPE,2.80,1,O,0,0,no evidence of EAB
E,PLINT3,SW,FRPE,3.10,5,O,0,0,basal sprouts
E,PLINT3,SW,Populus tremuloides,12.75,,,,,
E,PLINT3,SW,Prunus serotina,25.60,,,,,
E,PLINT3,SW,Prunus serotina,30.33,,,,,
E,PLINT3,SW,Quercus prinus,12.85,,,,,
E,PLINT3,SW,Quercus velutina,18.50,,,,,
E,PLINT3,SW,Quercus velutina,51.70,,,,,
E,PLINT3,SW,Ulmus rubra,12.60,,,,,
E,PLINT3,SW,Ulmus rubra,2.70,,,,,
EE,HLMAT,NE,Acer saccharum,21,,,,,
EE,HLMAT,NE,Acer saccharum,22.7,,,,,
EE,HLMAT,NE,Acer saccharum,36.9,,,,,
EE,HLMAT,NE,Acer saccharum,41.1,,,,,
EE,HLMAT,NE,Acer saccharum,3.1,,,,,
EE,HLMAT,NE,Acer saccharum,3.5,,,,,
EE,HLMAT,NE,Acer saccharum,5.7,,,,,
EE,HLMAT,NE,Acer saccharum,5.7,,,,,
EE,HLMAT,NE,Acer saccharum,5.7,,,,,
EE,HLMAT,NE,FRAM,44.8,5,C,0,0,
EE,HLMAT,NE,Quercus rubra,44.1,,,,,
EE,HLMAT,NE,Ulmus rubra,3,,,,,
EE,HLMAT,NW,Acer saccharum,27.5,,,,,
EE,HLMAT,NW,Acer saccharum,28.3,,,,,
EE,HLMAT,NW,Acer saccharum,37.9,,,,,
EE,HLMAT,NW,Acer saccharum,40.7,,,,,
EE,HLMAT,NW,Acer saccharum,5.2,,,,,
EE,HLMAT,NW,Carpinus caroliniana,3.1,,,,,
EE,HLMAT,NW,Fagus grandifolia,12.5,,,,,
EE,HLMAT,NW,FRAM,21.4,5,C,0,0,live sprouts at base -  dead overhead -  bark splitting -  EH outside zone
EE,HLMAT,NW,Ostraya virginiana,5.1,,,,,
EE,HLMAT,NW,Quercus rubra,63.8,,,,,
EE,HLMAT,NW,Tilia americana,52.1,,,,,
EE,HLMAT,NW,Ulmus rubra,3.2,,,,,
EE,HLMAT,SE,Acer saccharum,15.7,,,,,
EE,HLMAT,SE,Acer saccharum,16.7,,,,,
EE,HLMAT,SE,Acer saccharum,23.5,,,,,
EE,HLMAT,SE,Acer saccharum,29.1,,,,,
EE,HLMAT,SE,Acer saccharum,2.5,,,,,
EE,HLMAT,SE,Acer saccharum,2.7,,,,,
EE,HLMAT,SE,Acer saccharum,10.1,,,,,
EE,HLMAT,SE,Carya cordiformis,33.2,,,,,
EE,HLMAT,SE,Carya cordiformis,55.4,,,,,
EE,HLMAT,SE,FRAM,36.8,4,C,1,0,WPD below zone
EE,HLMAT,SE,FRAM,43.8,5,C,6,0,live sprouts at base -  bark splitting
EE,HLMAT,SE,FRAM,49.4,5,C,5,1,
EE,HLMAT,SW,Acer saccharum,16.2,,,,,
EE,HLMAT,SW,Acer saccharum,21.2,,,,,
EE,HLMAT,SW,Acer saccharum,22,,,,,center tree
EE,HLMAT,SW,Acer saccharum,24.3,,,,,
EE,HLMAT,SW,Acer saccharum,28.1,,,,,
EE,HLMAT,SW,Acer saccharum,42.8,,,,,
EE,HLMAT,SW,Acer saccharum,45.8,,,,,
EE,HLMAT,SW,Acer saccharum,5.5,,,,,
EE,HLMAT,SW,Acer saccharum,5.5,,,,,
EE,HLMAT,SW,Acer saccharum,6.1,,,,,
EE,HLMAT,SW,Acer saccharum,11.8,,,,,
EE,HLMAT,SW,Fagus grandifolia,37,,,,,
EE,HLMAT,SW,Fagus grandifolia,2.4,,,,,Fagr - 2 stems
EE,HLMAT,SW,Fagus grandifolia,4.7,,,,,Fagr - 2 stems
EE,HLMAT2,NE,Acer saccharum,13.7,,,,,
EE,HLMAT2,NE,Acer saccharum,14.9,,,,,
EE,HLMAT2,NE,Acer saccharum,24,,,,,
EE,HLMAT2,NE,Acer saccharum,27.1,,,,,
EE,HLMAT2,NE,Acer saccharum,33,,,,,
EE,HLMAT2,NE,FRAM,61.4,4,D,3,0,
EE,HLMAT2,NE,Ulmus rubra,2.6,,,,,
EE,HLMAT2,NE,Ulmus rubra,3.1,,,,,
EE,HLMAT2,NE,Ulmus rubra,3.8,,,,,
EE,HLMAT2,NW,Acer saccharum,34.5,,,,,
EE,HLMAT2,NW,Acer saccharum,76.5,,,,,
EE,HLMAT2,NW,Acer saccharum,8.7,,,,,
EE,HLMAT2,NW,Acer saccharum,10.7,,,,,
EE,HLMAT2,NW,Acer saccharum,11.5,,,,,
EE,HLMAT2,NW,Fagus grandifolia,36.1,,,,,
EE,HLMAT2,NW,FRAM,64.9,4,D,15,3,dead sprouts at base
EE,HLMAT2,NW,Ulmus rubra,3.6,,,,,
EE,HLMAT2,NW,Ulmus rubra,5,,,,,
EE,HLMAT2,SE,Acer saccharum,14.6,,,,,
EE,HLMAT2,SE,Acer saccharum,28.2,,,,,
EE,HLMAT2,SE,Acer saccharum,33,,,,,
EE,HLMAT2,SE,Acer saccharum,37.5,,,,,
EE,HLMAT2,SE,Acer saccharum,40.2,,,,,center tree
EE,HLMAT2,SE,Acer saccharum,2.5,,,,,
EE,HLMAT2,SE,Acer saccharum,2.5,,,,,
EE,HLMAT2,SE,Acer saccharum,3.2,,,,,
EE,HLMAT2,SE,Acer saccharum,7.5,,,,,
EE,HLMAT2,SE,Fagus grandifolia,9.2,,,,,
EE,HLMAT2,SE,FRAM,51.2,5,D,39,6,WPD overhead
EE,HLMAT2,SE,FRAM,63.9,3,D,0,0,live sprouts at base and overhead
EE,HLMAT2,SW,Acer saccharum,13.7,,,,,
EE,HLMAT2,SW,Acer saccharum,22.1,,,,,
EE,HLMAT2,SW,Acer saccharum,36.5,,,,,
EE,HLMAT2,SW,FRAM,61,4,D,27,10,1000's WPD hits overhead
EE,HLMAT2,SW,Tilia americana,83.6,,,,,Tiam - 2 stems
EE,HLMAT2,SW,Tilia americana,8.7,,,,,Tiam - 2 stems
EE,HLMAT2,SW,Ulmus rubra,6.9,,,,,
EE,HLMAT2,SW,Ulmus rubra,7.2,,,,,
EE,HLMAT3,NE,Acer saccharum,16.2,,,,,
EE,HLMAT3,NE,Acer saccharum,30.2,,,,,
EE,HLMAT3,NE,Acer saccharum,33.2,,,,,
EE,HLMAT3,NE,Acer saccharum,34,,,,,
EE,HLMAT3,NE,Acer saccharum,34,,,,,
EE,HLMAT3,NE,Acer saccharum,36.1,,,,,
EE,HLMAT3,NE,Acer saccharum,6.1,,,,,
EE,HLMAT3,NE,Carya ovata,26.8,,,,,
EE,HLMAT3,NE,FRAM,33.2,4,D,5,4,dead sprouts along trunk
EE,HLMAT3,NE,Quercus rubra,52,,,,,
EE,HLMAT3,NE,Ulmus rubra,2.5,,,,,
EE,HLMAT3,NE,Ulmus rubra,3.7,,,,,
EE,HLMAT3,NW,Acer saccharum,17.5,,,,,
EE,HLMAT3,NW,Acer saccharum,20.8,,,,,
EE,HLMAT3,NW,Acer saccharum,33.1,,,,,
EE,HLMAT3,NW,Acer saccharum,9.3,,,,,
EE,HLMAT3,NW,Carya ovata,37.3,,,,,
EE,HLMAT3,NW,Quercus alba,49,,,,,
EE,HLMAT3,NW,Ulmus rubra,3,,,,,
EE,HLMAT3,NW,Ulmus rubra,3.3,,,,,
EE,HLMAT3,NW,Ulmus rubra,3.5,,,,,
EE,HLMAT3,NW,Ulmus rubra,3.6,,,,,
EE,HLMAT3,NW,Ulmus rubra,3.7,,,,,
EE,HLMAT3,SE,Acer saccharum,14.7,,,,,
EE,HLMAT3,SE,Acer saccharum,18.3,,,,,
EE,HLMAT3,SE,Acer saccharum,18.6,,,,,
EE,HLMAT3,SE,Acer saccharum,38.4,,,,,
EE,HLMAT3,SE,Acer saccharum,3.2,,,,,
EE,HLMAT3,SE,Carya cordiformis,38.5,,,,,
EE,HLMAT3,SE,FRAM,40.9,5,D,4,1,
EE,HLMAT3,SE,FRAM,54.2,5,D,12,8,live sprouts at base -  1000's of WPD in horiz bands above
EE,HLMAT3,SE,Quercus rubra,39.8,,,,,
EE,HLMAT3,SE,Ulmus rubra,2.5,,,,,
EE,HLMAT3,SE,Ulmus rubra,2.7,,,,,
EE,HLMAT3,SW,Acer saccharum,13.2,,,,,
EE,HLMAT3,SW,Acer saccharum,28,,,,,
EE,HLMAT3,SW,Acer saccharum,34.5,,,,,
EE,HLMAT3,SW,Carya cordiformis,39.2,,,,,
EE,HLMAT3,SW,Fagus grandifolia,54.7,,,,,Fagr - 3 stems
EE,HLMAT3,SW,Fagus grandifolia,2.2,,,,,Fagr - 3 stems
EE,HLMAT3,SW,Fagus grandifolia,5,,,,,
EE,HLMAT3,SW,Fagus grandifolia,6.8,,,,,Fagr - 3 stems
EE,HLMAT3,SW,FRAM,34,5,D,7,0,1 dead sprout overhead
EE,HLMAT3,SW,Liriodendron tulipifera,78.1,,,,,
EE,HLMAT3,SW,Quercus rubra,43.5,,,,,center tree
EE,HLMAT3,SW,Ulmus rubra,2.5,,,,,
EE,HLMAT3,SW,Ulmus rubra,2.5,,,,,
EE,HLMAT3,SW,Ulmus rubra,3.9,,,,,
F,PLDRYMAT,NE,FRAM,21.60,2,,0,,
F,PLDRYMAT,NE,FRNI,7.69,5,,0,,
F,PLDRYMAT,NE,FRPE,13.20,2,,0,,Lots of sprouting
F,PLDRYMAT,NE,FRPE,18.08,4,,0,,
F,PLDRYMAT,NE,FRPE,3.72,5,,0,,bark splitting
F,PLDRYMAT,NE,FRPE,6.21,5,,0,,
F,PLDRYMAT,NE,Prunus serotina,21.30,,,,,2 stems - Prse
F,PLDRYMAT,NE,Prunus serotina,27.30,,,,,
F,PLDRYMAT,NE,Prunus serotina,28.75,,,,,2 stems - Prse
F,PLDRYMAT,NE,Quercus ellipsoidalis,17.12,,,,,
F,PLDRYMAT,NE,Quercus ellipsoidalis,27.15,,,,,2 stems - Quel
F,PLDRYMAT,NE,Quercus ellipsoidalis,34.45,,,,,2 stems - Quel
F,PLDRYMAT,NE,Quercus shumardii,27.24,,,,,2 stems - Qush
F,PLDRYMAT,NE,Quercus shumardii,11.50,,,,,2 stems - Qush
F,PLDRYMAT,NE,Ulmus rubra,3.55,,,,,
F,PLDRYMAT,NW,Carya ovata,12.60,,,,,
F,PLDRYMAT,NW,FRPE,4.50,5,,0,,
F,PLDRYMAT,NW,FRPE,8.30,5,,0,,
F,PLDRYMAT,NW,Populus deltoides,22.35,,,,,
F,PLDRYMAT,NW,Prunus serotina,18.15,,,,,
F,PLDRYMAT,NW,Prunus serotina,26.57,,,,,
F,PLDRYMAT,NW,Prunus serotina,28.95,,,,,
F,PLDRYMAT,NW,Prunus serotina,29.50,,,,,
F,PLDRYMAT,NW,Prunus serotina,3.30,,,,,
F,PLDRYMAT,NW,Prunus serotina,6.20,,,,,
F,PLDRYMAT,NW,Quercus alba,9.00,,,,,
F,PLDRYMAT,NW,Quercus rubra,39.70,,,,,
F,PLDRYMAT,NW,Quercus rubra,43.95,,,,,
F,PLDRYMAT,NW,Quercus rubra,6.92,,,,,
F,PLDRYMAT,NW,Quercus rubra,12.25,,,,,
F,PLDRYMAT,SE,Acer rubrum,29.80,,,,,
F,PLDRYMAT,SE,Acer rubrum,6.38,,,,,
F,PLDRYMAT,SE,Carya ovata,18.37,,,,,
F,PLDRYMAT,SE,Carya ovata,18.50,,,,,
F,PLDRYMAT,SE,FRAM,16.80,5,,9,,
F,PLDRYMAT,SE,FRAM,18.70,2,,1,,
F,PLDRYMAT,SE,FRAM,18.95,5,,5,,
F,PLDRYMAT,SE,FRAM,19.30,5,,5,,
F,PLDRYMAT,SE,FRAM,25.97,5,,5,,
F,PLDRYMAT,SE,FRNI,22.60,4,,7,,
F,PLDRYMAT,SE,FRPE,21.65,5,,1,,
F,PLDRYMAT,SE,FRPE,3.34,5,,0,,
F,PLDRYMAT,SE,FRPE,3.42,5,,0,,
F,PLDRYMAT,SE,Prunus serotina,13.40,,,,,
F,PLDRYMAT,SE,Prunus serotina,21.10,,,,,
F,PLDRYMAT,SE,Prunus serotina,22.60,,,,,
F,PLDRYMAT,SE,Prunus serotina,26.85,,,,,
F,PLDRYMAT,SE,Prunus serotina,32.40,,,,,
F,PLDRYMAT,SE,Prunus serotina,6.10,,,,,
F,PLDRYMAT,SE,Quercus rubra,2.73,,,,,
F,PLDRYMAT,SE,Ulmus rubra,5.70,,,,,
F,PLDRYMAT,SW,Acer rubrum,13.80,,,,,
F,PLDRYMAT,SW,Acer rubrum,14.84,,,,,
F,PLDRYMAT,SW,Acer rubrum,19.65,,,,,
F,PLDRYMAT,SW,Acer rubrum,3.48,,,,,
F,PLDRYMAT,SW,Acer rubrum,7.95,,,,,
F,PLDRYMAT,SW,Carya ovata,4.85,,,,,
F,PLDRYMAT,SW,FRPE,15.65,5,,1,,
F,PLDRYMAT,SW,FRPE,33.00,5,,13,,
F,PLDRYMAT,SW,Prunus serotina,10.40,,,,,
F,PLDRYMAT,SW,Prunus serotina,10.46,,,,,
F,PLDRYMAT,SW,Quercus ellipsoidalis,68.75,,,,,
F,PLDRYMAT,SW,Quercus rubra,26.35,,,,,
F,PLDRYMAT,SW,Quercus rubra,34.75,,,,,
F,PLDRYMAT,SW,Quercus rubra,41.90,,,,,
F,PLDRYMAT,SW,Quercus rubra,46.50,,,,,
F,PLDRYMAT,SW,Unknown,3.30,,,,,"bark: bluish -  smooth  -  light spots -  thin flakes -  leaves: ovoid -  pointed ends 1 12 - 2"" -  alternate parallel veins (5 - 6 pairs) sw of center tree"
F,PLDRYMAT2,NE,Acer rubrum,4.39,,,,,
F,PLDRYMAT2,NE,Acer rubrum,5.92,,,,,
F,PLDRYMAT2,NE,FRAM,35.50,2,,9,,Woodpecker damage -  emergence holes conc. near SW
F,PLDRYMAT2,NE,Juniperus virginiana,22.45,,,,,Eastern redcedar
F,PLDRYMAT2,NE,Prunus serotina,15.60,,,,,
F,PLDRYMAT2,NE,Prunus serotina,19.95,,,,,
F,PLDRYMAT2,NE,Prunus serotina,26.67,,,,,
F,PLDRYMAT2,NE,Prunus serotina,5.00,,,,,
F,PLDRYMAT2,NE,Quercus acutissima,3.25,,,,,leaves similar to Castanea
F,PLDRYMAT2,NE,Quercus alba,22.40,,,,,
F,PLDRYMAT2,NE,Quercus bushii,13.05,,,,,2 stems - Q. marilandica x velutina
F,PLDRYMAT2,NE,Quercus bushii,4.51,,,,,Q. marilandica x velutina
F,PLDRYMAT2,NE,Quercus bushii,8.92,,,,,2 stems - Q. marilandica x velutina
F,PLDRYMAT2,NE,Quercus ellipsoidalis,31.05,,,,,
F,PLDRYMAT2,NE,Quercus rubra,3.25,,,,,
F,PLDRYMAT2,NE,Quercus rubra,3.85,,,,,
F,PLDRYMAT2,NE,Quercus rubra,5.91,,,,,
F,PLDRYMAT2,NE,Quercus rubra,6.38,,,,,
F,PLDRYMAT2,NE,Quercus rubra,8.95,,,,,
F,PLDRYMAT2,NE,Ulmus rubra,6.90,,,,,
F,PLDRYMAT2,NW,Acer rubrum,19.78,,,,,
F,PLDRYMAT2,NW,Prunus serotina,17.20,,,,,2 stems - Prse
F,PLDRYMAT2,NW,Prunus serotina,20.25,,,,,2 stems - Prse
F,PLDRYMAT2,NW,Prunus serotina,30.10,,,,,2 stems - Prse
F,PLDRYMAT2,NW,Prunus serotina,32.02,,,,,2 stems - Prse
F,PLDRYMAT2,NW,Prunus viginiana,3.10,,,,,chokecherry
F,PLDRYMAT2,NW,Quercus alba,13.00,,,,,2 stems - Qual
F,PLDRYMAT2,NW,Quercus alba,17.91,,,,,2 stems - Qual
F,PLDRYMAT2,NW,Quercus bushii,3.00,,,,,Q. marilandica x  velutina
F,PLDRYMAT2,NW,Quercus bushii,3.20,,,,,Q. marilandica x  velutina
F,PLDRYMAT2,NW,Quercus bushii,5.79,,,,,Q. marilandica x  velutina
F,PLDRYMAT2,NW,Quercus rubra,8.13,,,,,
F,PLDRYMAT2,NW,Ulmus rubra,6.00,,,,,
F,PLDRYMAT2,SE,Acer rubrum,5.10,,,,,
F,PLDRYMAT2,SE,Acer rubrum,6.28,,,,,
F,PLDRYMAT2,SE,Prunus serotina,15.40,,,,,
F,PLDRYMAT2,SE,Prunus serotina,17.72,,,,,2 stems - Prse
F,PLDRYMAT2,SE,Prunus serotina,23.75,,,,,2 stems - Prse
F,PLDRYMAT2,SE,Prunus serotina,32.67,,,,,2 stems - Prse
F,PLDRYMAT2,SE,Quercus bushii,16.69,,,,,Q. marilandica x velutina
F,PLDRYMAT2,SE,Quercus ellipsoidalis,7.03,,,,,
F,PLDRYMAT2,SE,Quercus prinus,23.50,,,,,chestnut oak
F,PLDRYMAT2,SE,Quercus rubra,13.67,,,,,
F,PLDRYMAT2,SE,Quercus rubra,18.12,,,,,
F,PLDRYMAT2,SE,Quercus rubra,19.89,,,,,
F,PLDRYMAT2,SE,Quercus rubra,20.21,,,,,
F,PLDRYMAT2,SE,Quercus rubra,20.48,,,,,
F,PLDRYMAT2,SE,Quercus rubra,21.08,,,,,
F,PLDRYMAT2,SE,Quercus rubra,21.85,,,,,
F,PLDRYMAT2,SE,Quercus rubra,22.37,,,,,2 stems - Quru
F,PLDRYMAT2,SE,Quercus rubra,34.28,,,,,autumn olive in this quadrant
F,PLDRYMAT2,SE,Quercus rubra,5.98,,,,,
F,PLDRYMAT2,SE,Quercus rubra,11.38,,,,,
F,PLDRYMAT2,SE,Quercus rubra,11.80,,,,,2 stems - Quru
F,PLDRYMAT2,SE,Ulmus americana,3.10,,,,,
F,PLDRYMAT2,SE,Ulmus americana,3.16,,,,,
F,PLDRYMAT2,SE,Ulmus rubra,4.82,,,,,
F,PLDRYMAT2,SW,Prunus serotina,27.80,,,,,2 stems - Prse
F,PLDRYMAT2,SW,Quercus bushii,3.55,,,,,Q. marilandica x  velutina
F,PLDRYMAT2,SW,Quercus palustris,29.30,,,,,pin oak
F,PLDRYMAT2,SW,Quercus rubra,12.90,,,,,
F,PLDRYMAT2,SW,Quercus rubra,14.10,,,,,autumn olive outside 8m boundary of this quadrant
F,PLDRYMAT2,SW,Quercus rubra,15.80,,,,,
F,PLDRYMAT2,SW,Quercus rubra,23.15,,,,,
F,PLDRYMAT2,SW,Ulmus americana,9.44,,,,,
F,PLDRYMAT2A,NE,FRPE,17.90,5,C,6,11,trunk sprouts
F,PLDRYMAT2A,NE,FRPE,24.92,5,C,7,44,
F,PLDRYMAT2A,NE,Prunus serotina,14.90,,,,,
F,PLDRYMAT2A,NE,Prunus serotina,15.60,,,,,
F,PLDRYMAT2A,NE,Prunus serotina,16.30,,,,,
F,PLDRYMAT2A,NE,Prunus serotina,18.18,,,,,
F,PLDRYMAT2A,NE,Prunus serotina,21.15,,,,,
F,PLDRYMAT2A,NE,Prunus serotina,8.90,,,,,
F,PLDRYMAT2A,NE,Prunus serotina,9.30,,,,,
F,PLDRYMAT2A,NE,Ulmus rubra,13.35,,,,,
F,PLDRYMAT2A,NE,Ulmus rubra,16.00,,,,,
F,PLDRYMAT2A,NE,Ulmus rubra,19.30,,,,,
F,PLDRYMAT2A,NE,Ulmus rubra,3.90,,,,,
F,PLDRYMAT2A,NE,Ulmus rubra,4.00,,,,,
F,PLDRYMAT2A,NE,Ulmus rubra,7.50,,,,,
F,PLDRYMAT2A,NE,Ulmus rubra,8.15,,,,,
F,PLDRYMAT2A,NW,Carya tomentosa,15.90,,,,,
F,PLDRYMAT2A,NW,FRPE,11.30,5,O,0,10,sprouting at base & overhead
F,PLDRYMAT2A,NW,Larix laricina,6.70,,,,,
F,PLDRYMAT2A,NW,Prunus serotina,13.40,,,,,2 stems - Prse
F,PLDRYMAT2A,NW,Prunus serotina,15.50,,,,,
F,PLDRYMAT2A,NW,Prunus serotina,15.50,,,,,2 stems - Prse
F,PLDRYMAT2A,NW,Prunus serotina,16.80,,,,,
F,PLDRYMAT2A,NW,Prunus serotina,19.38,,,,,
F,PLDRYMAT2A,NW,Prunus serotina,4.50,,,,,
F,PLDRYMAT2A,NW,Quercus bushii,16.50,,,,,
F,PLDRYMAT2A,NW,Quercus bushii,9.50,,,,,
F,PLDRYMAT2A,NW,Quercus ellipsoidalis,19.00,,,,,
F,PLDRYMAT2A,NW,Quercus rubra,49.15,,,,,
F,PLDRYMAT2A,NW,Quercus velutina,14.40,,,,,
F,PLDRYMAT2A,NW,Quercus velutina,34.15,,,,,
F,PLDRYMAT2A,NW,Ulmus rubra,24.50,,,,,
F,PLDRYMAT2A,NW,Ulmus rubra,3.40,,,,,
F,PLDRYMAT2A,NW,Ulmus rubra,3.60,,,,,
F,PLDRYMAT2A,NW,Ulmus rubra,4.40,,,,,
F,PLDRYMAT2A,SE,Carya glabra,13.60,,,,,
F,PLDRYMAT2A,SE,Carya glabra,14.70,,,,,
F,PLDRYMAT2A,SE,FRAM,15.90,5,C,6,3,basal sprouts
F,PLDRYMAT2A,SE,FRAM,27.25,4,D,4,53,center tree -  lots of basal sprouts
F,PLDRYMAT2A,SE,FRPE,17.80,5,C,7,13,many dead basal sprouts
F,PLDRYMAT2A,SE,FRPE,25.50,3,C,2,19,basal sprouts -  large poison ivy obscuring trunk measurments
F,PLDRYMAT2A,SE,FRPE,30.70,5,E,4,4,basal spouts -  bark splitting
F,PLDRYMAT2A,SE,FRPE,41.50,4,E,1,43,basal sprouts
F,PLDRYMAT2A,SE,Prunus serotina,14.75,,,,,
F,PLDRYMAT2A,SE,Prunus serotina,15.00,,,,,
F,PLDRYMAT2A,SE,Prunus serotina,15.40,,,,,2 stems - Prse
F,PLDRYMAT2A,SE,Prunus serotina,15.70,,,,,
F,PLDRYMAT2A,SE,Prunus serotina,18.70,,,,,
F,PLDRYMAT2A,SE,Prunus serotina,21.00,,,,,2 stems - Prse
F,PLDRYMAT2A,SE,Prunus serotina,9.20,,,,,
F,PLDRYMAT2A,SE,Quercus velutina,26.25,,,,,
F,PLDRYMAT2A,SE,Ulmus rubra,14.05,,,,,
F,PLDRYMAT2A,SE,Ulmus rubra,3.50,,,,,
F,PLDRYMAT2A,SE,Ulmus rubra,7.50,,,,,2 stems - Ulru
F,PLDRYMAT2A,SE,Ulmus rubra,7.90,,,,,2 stems - Ulru
F,PLDRYMAT2A,SE,Ulmus rubra,10.78,,,,,
F,PLDRYMAT2A,SE,Ulmus rubra,11.30,,,,,
F,PLDRYMAT2A,SW,Acer rubrum,23.00,,,,,
F,PLDRYMAT2A,SW,Carya ovata,12.65,,,,,
